,metric,partition,value,iteration
2,coverage_80pct,valid,0.9946808510638298,7
3,diameter_80pct,test,5.375982686894583,7
4,diameter_80pct,train,5.0361655998879975,7
5,diameter_80pct,valid,6.078261243706917,7
6,diameter_80pct_abs,test,152.6858979500415,7
7,diameter_80pct_abs,train,149.12689004263956,7
8,diameter_80pct_abs,valid,152.8050418718595,7
9,mape,test,0.914545544203287,7
10,mape,train,0.8785671375564114,7
11,mape,valid,1.0962094380408094,7
12,mae,test,19.041883275863974,7
13,mae,train,18.783273527301063,7
14,mae,valid,20.167912107832887,7
15,confidence_error,test,0.3590767864099178,7
16,confidence_error,train,0.3914936554582018,7
17,confidence_error,valid,0.35040243682153704,7
18,elbo,train,174187.13068580627,7
0,coverage_80pct,test,0.9946808510638298,8
1,coverage_80pct,train,0.9986728599867286,8
2,coverage_80pct,valid,1.0,8
3,diameter_80pct,test,5.3361385504640415,8
4,diameter_80pct,train,5.027689475929183,8
5,diameter_80pct,valid,5.894753115861125,8
6,diameter_80pct_abs,test,151.69976635060476,8
7,diameter_80pct_abs,train,151.44903545325403,8
8,diameter_80pct_abs,valid,153.97460860797736,8
9,mape,test,0.9550331057064908,8
10,mape,train,0.9212071170074806,8
11,mape,valid,1.2130459939401765,8
12,mae,test,18.99220826778006,8
13,mae,train,18.3382345767866,8
14,mae,valid,19.727472670534823,8
15,confidence_error,test,0.36816969691706464,8
16,confidence_error,train,0.39550765813956623,8
17,confidence_error,valid,0.3402187633521493,8
18,elbo,train,123710.07093763351,8
0,coverage_80pct,test,1.0,9
1,coverage_80pct,train,0.9966821499668215,9
2,coverage_80pct,valid,0.9946808510638298,9
3,diameter_80pct,test,5.241695173508938,9
4,diameter_80pct,train,5.067166310811012,9
5,diameter_80pct,valid,5.631919624401598,9
6,diameter_80pct_abs,test,151.23522150804774,9
7,diameter_80pct_abs,train,151.26514564549868,9
8,diameter_80pct_abs,valid,153.0192621855771,9
9,mape,test,0.8362971666129885,9
10,mape,train,0.8160971694038314,9
11,mape,valid,1.1590284796753085,9
12,mae,test,21.17140956635171,9
13,mae,train,21.153222984562035,9
14,mae,valid,23.57469040282229,9
15,confidence_error,test,0.32440156838905776,9
16,confidence_error,train,0.3266884606530071,9
17,confidence_error,valid,0.25614366407613837,9
18,elbo,train,229949.3482542038,9
0,coverage_80pct,test,0.973404255319149,10
1,coverage_80pct,train,0.9973457199734572,10
2,coverage_80pct,valid,0.9893617021276596,10
3,diameter_80pct,test,4.827922885192583,10
4,diameter_80pct,train,4.755699646425276,10
5,diameter_80pct,valid,5.6835402263845936,10
6,diameter_80pct_abs,test,141.77855658792532,10
7,diameter_80pct_abs,train,142.78227681748064,10
8,diameter_80pct_abs,valid,144.3573914957936,10
9,mape,test,0.9741099250814913,10
10,mape,train,0.9180351243693389,10
11,mape,valid,1.0674946128443141,10
12,mae,test,18.947901817078286,10
13,mae,train,18.003046034500944,10
14,mae,valid,19.915238492032316,10
15,confidence_error,test,0.33632602653149835,10
16,confidence_error,train,0.3745997047790583,10
17,confidence_error,valid,0.32577660751282717,10
18,elbo,train,290994.80570983887,10
0,coverage_80pct,test,0.9946808510638298,11
1,coverage_80pct,train,0.9966821499668215,11
2,coverage_80pct,valid,0.9946808510638298,11
3,diameter_80pct,test,5.224754511120427,11
4,diameter_80pct,train,4.9853303328035246,11
5,diameter_80pct,valid,5.869372317748269,11
6,diameter_80pct_abs,test,148.38176670559267,11
7,diameter_80pct_abs,train,148.1903450626733,11
8,diameter_80pct_abs,valid,150.7391749901801,11
9,mape,test,0.8449693786315594,11
10,mape,train,0.7981195998991784,11
11,mape,valid,0.9286620967407481,11
12,mae,test,21.526668081892296,11
13,mae,train,21.239213501766333,11
14,mae,valid,23.698644587334165,11
15,confidence_error,test,0.3558192844116369,11
16,confidence_error,train,0.37250504410709195,11
17,confidence_error,valid,0.304189696030909,11
18,elbo,train,108187.26925086975,11
0,coverage_80pct,test,1.0,12
1,coverage_80pct,train,0.9960185799601858,12
2,coverage_80pct,valid,0.9946808510638298,12
3,diameter_80pct,test,5.078226224273383,12
4,diameter_80pct,train,4.911960302587109,12
5,diameter_80pct,valid,5.5627145310235075,12
6,diameter_80pct_abs,test,147.31153625093052,12
7,diameter_80pct_abs,train,146.45218588436566,12
8,diameter_80pct_abs,valid,148.19636596284582,12
9,mape,test,0.829863933972481,12
10,mape,train,0.7897734311987058,12
11,mape,valid,0.9171809284725934,12
12,mae,test,22.12823501546332,12
13,mae,train,22.8344801185775,12
14,mae,valid,23.516838317221783,12
15,confidence_error,test,0.3359528875379939,12
16,confidence_error,train,0.32345833728315476,12
17,confidence_error,valid,0.2882244199314115,12
18,elbo,train,183608.64400863647,12
0,coverage_80pct,test,0.9787234042553191,13
1,coverage_80pct,train,0.9920371599203716,13
2,coverage_80pct,valid,0.9946808510638298,13
3,diameter_80pct,test,4.687474665427055,13
4,diameter_80pct,train,4.373482542906449,13
5,diameter_80pct,valid,5.344342935864649,13
6,diameter_80pct_abs,test,136.2167511712079,13
7,diameter_80pct_abs,train,133.07161420067905,13
8,diameter_80pct_abs,valid,135.4676952419456,13
9,mape,test,1.028010900583221,13
10,mape,train,1.0047141239555906,13
11,mape,valid,1.1450545949198014,13
12,mae,test,18.82925922312635,13
13,mae,train,17.191600651478403,13
14,mae,valid,19.10305061746151,13
15,confidence_error,test,0.3137845471124619,13
16,confidence_error,train,0.3452853215606082,13
17,confidence_error,valid,0.3051175909683022,13
18,elbo,train,597939.2840108871,13
0,coverage_80pct,test,0.9787234042553191,14
1,coverage_80pct,train,0.9900464499004645,14
2,coverage_80pct,valid,0.9893617021276596,14
3,diameter_80pct,test,4.850441333010377,14
4,diameter_80pct,train,4.549891918564253,14
5,diameter_80pct,valid,5.6646282452737395,14
6,diameter_80pct_abs,test,139.84850673206333,14
7,diameter_80pct_abs,train,135.40848408474204,14
8,diameter_80pct_abs,valid,141.2683831761769,14
9,mape,test,1.0410380588200345,14
10,mape,train,0.9892483487303979,14
11,mape,valid,1.2883386082207087,14
12,mae,test,17.898790897207057,14
13,mae,train,17.330439454289408,14
14,mae,valid,18.23031563454486,14
15,confidence_error,test,0.3634704732957012,14
16,confidence_error,train,0.37074788402421355,14
17,confidence_error,valid,0.33610195918367347,14
18,elbo,train,65542.47422218323,14
0,coverage_80pct,test,1.0,15
1,coverage_80pct,train,0.9966821499668215,15
2,coverage_80pct,valid,0.9946808510638298,15
3,diameter_80pct,test,4.863507605783237,15
4,diameter_80pct,train,4.757397306713736,15
5,diameter_80pct,valid,5.505922420889228,15
6,diameter_80pct_abs,test,142.19267923153274,15
7,diameter_80pct_abs,train,140.36590495839192,15
8,diameter_80pct_abs,valid,147.4375751559155,15
9,mape,test,0.9361724343384734,15
10,mape,train,0.8392658607298207,15
11,mape,valid,1.0030132178367703,15
12,mae,test,20.90538404342976,15
13,mae,train,20.359689464455183,15
14,mae,valid,22.12407433733027,15
15,confidence_error,test,0.3374020026052974,15
16,confidence_error,train,0.3343652610538575,15
17,confidence_error,valid,0.2886688402172853,15
18,elbo,train,158711.35697746277,15
0,coverage_80pct,test,0.9893617021276596,16
1,coverage_80pct,train,0.9980092899800929,16
2,coverage_80pct,valid,1.0,16
3,diameter_80pct,test,5.003935429414553,16
4,diameter_80pct,train,4.8391864511626075,16
5,diameter_80pct,valid,5.8185690611875325,16
6,diameter_80pct_abs,test,144.78449704733967,16
7,diameter_80pct_abs,train,146.51085983840514,16
8,diameter_80pct_abs,valid,151.44601820967034,16
9,mape,test,1.0007579462695224,16
10,mape,train,0.9272306467089022,16
11,mape,valid,1.1060520742867306,16
12,mae,test,19.31924525727617,16
13,mae,train,18.28488318399633,16
14,mae,valid,19.347736805043322,16
15,confidence_error,test,0.3595027407729049,16
16,confidence_error,train,0.3974538412578037,16
17,confidence_error,valid,0.35913699522362136,16
18,elbo,train,464101.02052116394,16
0,coverage_80pct,test,1.0,17
1,coverage_80pct,train,0.9986728599867286,17
2,coverage_80pct,valid,0.9946808510638298,17
3,diameter_80pct,test,4.869055918460025,17
4,diameter_80pct,train,4.79122329880182,17
5,diameter_80pct,valid,5.379229164456673,17
6,diameter_80pct_abs,test,140.56189094435885,17
7,diameter_80pct_abs,train,143.4895006043594,17
8,diameter_80pct_abs,valid,143.76843067357842,17
9,mape,test,0.8655861406037111,17
10,mape,train,0.871351552505606,17
11,mape,valid,1.0474714912440397,17
12,mae,test,19.596719843276002,17
13,mae,train,19.399320032870286,17
14,mae,valid,20.108620379833464,17
15,confidence_error,test,0.3391427872783503,17
16,confidence_error,train,0.34751532305025523,17
17,confidence_error,valid,0.29883956631545355,17
18,elbo,train,104329.39706707001,17
0,coverage_80pct,test,0.9893617021276596,18
1,coverage_80pct,train,0.993364299933643,18
2,coverage_80pct,valid,0.9893617021276596,18
3,diameter_80pct,test,4.502834337504227,18
4,diameter_80pct,train,4.425558563940577,18
5,diameter_80pct,valid,5.2580298366103575,18
6,diameter_80pct_abs,test,133.28391971474514,18
7,diameter_80pct_abs,train,131.34312221913564,18
8,diameter_80pct_abs,valid,134.82906855492192,18
9,mape,test,0.8906483832798314,18
10,mape,train,0.855631745247252,18
11,mape,valid,1.058818022001661,18
12,mae,test,20.281737550776054,18
13,mae,train,19.529255323403707,18
14,mae,valid,20.5728829769378,18
15,confidence_error,test,0.29190048284845854,18
16,confidence_error,train,0.2909003155343093,18
17,confidence_error,valid,0.2494323977420755,18
18,elbo,train,573819.6923055649,18
0,coverage_80pct,test,0.9946808510638298,19
1,coverage_80pct,train,0.9980092899800929,19
2,coverage_80pct,valid,1.0,19
3,diameter_80pct,test,4.841726154701027,19
4,diameter_80pct,train,4.608844848659967,19
5,diameter_80pct,valid,5.327208338385633,19
6,diameter_80pct_abs,test,139.76452843891312,19
7,diameter_80pct_abs,train,138.1385570968766,19
8,diameter_80pct_abs,valid,142.55519236533118,19
9,mape,test,0.9660740826344234,19
10,mape,train,0.9069440786142182,19
11,mape,valid,1.056343733365955,19
12,mae,test,19.241958658745947,19
13,mae,train,18.318946762439346,19
14,mae,valid,19.427464241677143,19
15,confidence_error,test,0.3610194580981329,19
16,confidence_error,train,0.38304668011863,19
17,confidence_error,valid,0.351493199783778,19
18,elbo,train,383511.058177948,19
0,coverage_80pct,test,0.9946808510638298,20
1,coverage_80pct,train,0.9993364299933643,20
2,coverage_80pct,valid,0.9946808510638298,20
3,diameter_80pct,test,5.799364734150205,20
4,diameter_80pct,train,5.629223562257501,20
5,diameter_80pct,valid,6.340170407778796,20
6,diameter_80pct_abs,test,168.36656594043836,20
7,diameter_80pct_abs,train,169.4096723506723,20
8,diameter_80pct_abs,valid,172.1442112329943,20
9,mape,test,1.0354719831478085,20
10,mape,train,0.9912304022380181,20
11,mape,valid,1.2501330180885486,20
12,mae,test,18.74044732844576,20
13,mae,train,17.193603386527748,20
14,mae,valid,18.044225286930164,20
15,confidence_error,test,0.4188713903603995,20
16,confidence_error,train,0.4660027355334968,20
17,confidence_error,valid,0.42970508554059916,20
18,elbo,train,152006.47470664978,20
0,coverage_80pct,test,0.9946808510638298,21
1,coverage_80pct,train,0.9966821499668215,21
2,coverage_80pct,valid,1.0,21
3,diameter_80pct,test,5.046515013092612,21
4,diameter_80pct,train,4.864898577178719,21
5,diameter_80pct,valid,5.744328856864714,21
6,diameter_80pct_abs,test,144.030142232792,21
7,diameter_80pct_abs,train,143.29376928346704,21
8,diameter_80pct_abs,valid,145.86615503058064,21
9,mape,test,0.8166623303708022,21
10,mape,train,0.7863881770097618,21
11,mape,valid,0.965539874046599,21
12,mae,test,21.059039562306506,21
13,mae,train,21.321022059004594,21
14,mae,valid,23.343635954755417,21
15,confidence_error,test,0.290234693877551,21
16,confidence_error,train,0.27983139904933435,21
17,confidence_error,valid,0.237422614300779,21
18,elbo,train,113987.8744392395,21
0,coverage_80pct,test,1.0,22
1,coverage_80pct,train,0.993364299933643,22
2,coverage_80pct,valid,0.9946808510638298,22
3,diameter_80pct,test,5.08488381052561,22
4,diameter_80pct,train,4.912848001061946,22
5,diameter_80pct,valid,5.909873136771601,22
6,diameter_80pct_abs,test,147.2618775623702,22
7,diameter_80pct_abs,train,145.6451419192858,22
8,diameter_80pct_abs,valid,149.5016684346157,22
9,mape,test,0.8343062130617531,22
10,mape,train,0.7916333844336576,22
11,mape,valid,0.8450772261823766,22
12,mae,test,23.941239610631417,22
13,mae,train,23.72659670317814,22
14,mae,valid,26.287388091391705,22
15,confidence_error,test,0.2940672218844984,22
16,confidence_error,train,0.2609238786614844,22
17,confidence_error,valid,0.22963721141013937,22
18,elbo,train,918911.6676750183,22
0,coverage_80pct,test,0.973404255319149,23
1,coverage_80pct,train,0.9986728599867286,23
2,coverage_80pct,valid,0.9946808510638298,23
3,diameter_80pct,test,4.834239094646891,23
4,diameter_80pct,train,4.649343439929444,23
5,diameter_80pct,valid,5.641445728664784,23
6,diameter_80pct_abs,test,140.79588447905266,23
7,diameter_80pct_abs,train,139.2091387986719,23
8,diameter_80pct_abs,valid,140.54564889605948,23
9,mape,test,0.9788444589509142,23
10,mape,train,0.9359831649522278,23
11,mape,valid,1.1012570360799068,23
12,mae,test,18.481143535451686,23
13,mae,train,18.00481936120006,23
14,mae,valid,19.656027448938246,23
15,confidence_error,test,0.36188615371254873,23
16,confidence_error,train,0.3856956515851197,23
17,confidence_error,valid,0.3484523716891011,23
18,elbo,train,759380.1259498596,23
0,coverage_80pct,test,0.9946808510638298,24
1,coverage_80pct,train,0.9986728599867286,24
2,coverage_80pct,valid,0.9946808510638298,24
3,diameter_80pct,test,5.285926390493979,24
4,diameter_80pct,train,5.032748071544208,24
5,diameter_80pct,valid,6.031002029943898,24
6,diameter_80pct_abs,test,154.69940094845614,24
7,diameter_80pct_abs,train,150.24539396970908,24
8,diameter_80pct_abs,valid,152.59480955394633,24
9,mape,test,0.9564395037300707,24
10,mape,train,0.8973032136518831,24
11,mape,valid,1.013980424428151,24
12,mae,test,18.821863945494307,24
13,mae,train,18.357690801031953,24
14,mae,valid,18.90275904472838,24
15,confidence_error,test,0.3491023933999131,24
16,confidence_error,train,0.37999225383584095,24
17,confidence_error,valid,0.3224533427738441,24
18,elbo,train,524782.0101337433,24
0,coverage_80pct,test,0.9946808510638298,25
1,coverage_80pct,train,0.9973457199734572,25
2,coverage_80pct,valid,0.9946808510638298,25
3,diameter_80pct,test,5.312152684815133,25
4,diameter_80pct,train,5.029172598722372,25
5,diameter_80pct,valid,5.708518747080984,25
6,diameter_80pct_abs,test,149.87940393546995,25
7,diameter_80pct_abs,train,148.68989878279302,25
8,diameter_80pct_abs,valid,150.15676158877048,25
9,mape,test,0.9154298729766779,25
10,mape,train,0.8553316422247157,25
11,mape,valid,0.9866625987377452,25
12,mae,test,21.110221913520327,25
13,mae,train,20.521481952528013,25
14,mae,valid,22.522596511435,25
15,confidence_error,test,0.33769367221104685,25
16,confidence_error,train,0.35069157499018183,25
17,confidence_error,valid,0.2863336084787367,25
18,elbo,train,1101348.7085208893,25
0,coverage_80pct,test,0.9946808510638298,26
1,coverage_80pct,train,0.9946914399469144,26
2,coverage_80pct,valid,0.9893617021276596,26
3,diameter_80pct,test,4.759495153959949,26
4,diameter_80pct,train,4.76790841683522,26
5,diameter_80pct,valid,5.714063275130359,26
6,diameter_80pct_abs,test,139.2924684379273,26
7,diameter_80pct_abs,train,142.13653008523644,26
8,diameter_80pct_abs,valid,144.51603637858554,26
9,mape,test,0.9435238288025707,26
10,mape,train,0.9343112715397198,26
11,mape,valid,1.1667826717026157,26
12,mae,test,19.092416205304733,26
13,mae,train,18.91150043085069,26
14,mae,valid,20.856263495506123,26
15,confidence_error,test,0.3683863708206687,26
16,confidence_error,train,0.4070768247768915,26
17,confidence_error,valid,0.3499690890143291,26
18,elbo,train,120441.86368083954,26
0,coverage_80pct,test,0.9893617021276596,27
1,coverage_80pct,train,0.9946914399469144,27
2,coverage_80pct,valid,0.9893617021276596,27
3,diameter_80pct,test,4.660718696804879,27
4,diameter_80pct,train,4.410826163388721,27
5,diameter_80pct,valid,5.660442037686092,27
6,diameter_80pct_abs,test,136.2913533173385,27
7,diameter_80pct_abs,train,133.53890307919903,27
8,diameter_80pct_abs,valid,136.27326081688204,27
9,mape,test,0.9271101274405943,27
10,mape,train,0.909764385495803,27
11,mape,valid,0.9781390242812463,27
12,mae,test,18.802090979636983,27
13,mae,train,19.24255950386032,27
14,mae,valid,20.316096620356785,27
15,confidence_error,test,0.33458524185844546,27
16,confidence_error,train,0.33606817128231503,27
17,confidence_error,valid,0.2895355358317013,27
18,elbo,train,352803.3058748245,27
0,coverage_80pct,test,1.0,28
1,coverage_80pct,train,0.9993364299933643,28
2,coverage_80pct,valid,1.0,28
3,diameter_80pct,test,5.16613301009679,28
4,diameter_80pct,train,4.9969480218494775,28
5,diameter_80pct,valid,6.120892523160678,28
6,diameter_80pct_abs,test,152.60694721792433,28
7,diameter_80pct_abs,train,150.54588982686423,28
8,diameter_80pct_abs,valid,153.39714815346613,28
9,mape,test,0.8781427322532749,28
10,mape,train,0.848478349766559,28
11,mape,valid,0.9624190741975439,28
12,mae,test,20.86106742696559,28
13,mae,train,20.06879799937126,28
14,mae,valid,21.924825353825344,28
15,confidence_error,test,0.3545266344342339,28
16,confidence_error,train,0.3719642484731118,28
17,confidence_error,valid,0.2964506348241424,28
18,elbo,train,274591.075551033,28
0,coverage_80pct,test,0.9946808510638298,29
1,coverage_80pct,train,0.9940278699402787,29
2,coverage_80pct,valid,0.9946808510638298,29
3,diameter_80pct,test,4.7447747592608565,29
4,diameter_80pct,train,4.5729880580777325,29
5,diameter_80pct,valid,5.1653766720768015,29
6,diameter_80pct_abs,test,137.9505332929072,29
7,diameter_80pct_abs,train,136.530475514714,29
8,diameter_80pct_abs,valid,139.12846713515813,29
9,mape,test,1.0333749428783396,29
10,mape,train,0.9903808077049489,29
11,mape,valid,1.1837089134131507,29
12,mae,test,18.76933787731414,29
13,mae,train,17.117857546385505,29
14,mae,valid,18.228738034025152,29
15,confidence_error,test,0.33530286582718183,29
16,confidence_error,train,0.3569218747884023,29
17,confidence_error,valid,0.30901772123317406,29
18,elbo,train,264807.94535446167,29
0,coverage_80pct,test,0.9946808510638298,30
1,coverage_80pct,train,0.9966821499668215,30
2,coverage_80pct,valid,0.9840425531914894,30
3,diameter_80pct,test,4.674780055091809,30
4,diameter_80pct,train,4.57771020359265,30
5,diameter_80pct,valid,5.2587755254315,30
6,diameter_80pct_abs,test,133.80788161434566,30
7,diameter_80pct_abs,train,135.21557050867978,30
8,diameter_80pct_abs,valid,138.80502485302813,30
9,mape,test,0.9098416281617624,30
10,mape,train,0.8437523911381414,30
11,mape,valid,1.0073914812321676,30
12,mae,test,21.390327849286667,30
13,mae,train,20.280728012975985,30
14,mae,valid,22.942479468406514,30
15,confidence_error,test,0.27846670082501085,30
16,confidence_error,train,0.2970470425444829,30
17,confidence_error,valid,0.2265889191205792,30
18,elbo,train,210103.7670879364,30
0,coverage_80pct,test,0.9946808510638298,31
1,coverage_80pct,train,0.9940278699402787,31
2,coverage_80pct,valid,0.9946808510638298,31
3,diameter_80pct,test,4.569175448309365,31
4,diameter_80pct,train,4.4820218665310145,31
5,diameter_80pct,valid,5.573610823342047,31
6,diameter_80pct_abs,test,135.51971270739057,31
7,diameter_80pct_abs,train,134.17991548528698,31
8,diameter_80pct_abs,valid,136.28267653511074,31
9,mape,test,0.9223443941170562,31
10,mape,train,0.8597878485726833,31
11,mape,valid,0.9824257982579981,31
12,mae,test,20.254938643029394,31
13,mae,train,19.265209204326343,31
14,mae,valid,21.060238970086928,31
15,confidence_error,test,0.28583361354754666,31
16,confidence_error,train,0.28952195837113875,31
17,confidence_error,valid,0.23105671732522795,31
18,elbo,train,1037399.7698888779,31
0,coverage_80pct,test,1.0,32
1,coverage_80pct,train,0.9993364299933643,32
2,coverage_80pct,valid,1.0,32
3,diameter_80pct,test,4.941590452583909,32
4,diameter_80pct,train,4.7728456667731125,32
5,diameter_80pct,valid,5.3618763809784555,32
6,diameter_80pct_abs,test,145.0085486351768,32
7,diameter_80pct_abs,train,141.95001879153827,32
8,diameter_80pct_abs,valid,141.9113383074722,32
9,mape,test,0.9567144712030717,32
10,mape,train,0.8568366528824536,32
11,mape,valid,1.0390620429709507,32
12,mae,test,20.08560640253919,32
13,mae,train,18.997890177513483,32
14,mae,valid,20.544872760772705,32
15,confidence_error,test,0.3553452019105515,32
16,confidence_error,train,0.38931771461072817,32
17,confidence_error,valid,0.3272183291359097,32
18,elbo,train,150471.86520576477,32
0,coverage_80pct,test,0.9840425531914894,33
1,coverage_80pct,train,0.993364299933643,33
2,coverage_80pct,valid,1.0,33
3,diameter_80pct,test,4.476194022744928,33
4,diameter_80pct,train,4.387038197493264,33
5,diameter_80pct,valid,5.109307719663992,33
6,diameter_80pct_abs,test,132.43987576300185,33
7,diameter_80pct_abs,train,130.3159033911875,33
8,diameter_80pct_abs,valid,132.62797835689497,33
9,mape,test,0.9976134474822264,33
10,mape,train,0.9349851499339531,33
11,mape,valid,1.1672167673209652,33
12,mae,test,18.858917794329056,33
13,mae,train,17.592029163990894,33
14,mae,valid,19.227328878767945,33
15,confidence_error,test,0.2945681719496308,33
16,confidence_error,train,0.33544628468507515,33
17,confidence_error,valid,0.30490831050891926,33
18,elbo,train,638459.8900136948,33
0,coverage_80pct,test,0.9946808510638298,34
1,coverage_80pct,train,0.9973457199734572,34
2,coverage_80pct,valid,0.9893617021276596,34
3,diameter_80pct,test,4.993642466936919,34
4,diameter_80pct,train,4.704714931399298,34
5,diameter_80pct,valid,5.331294914393994,34
6,diameter_80pct_abs,test,143.16853671902277,34
7,diameter_80pct_abs,train,140.92141489659215,34
8,diameter_80pct_abs,valid,142.7849097125291,34
9,mape,test,0.9024246054333274,34
10,mape,train,0.915812047339675,34
11,mape,valid,1.1535788987142233,34
12,mae,test,18.88248814927771,34
13,mae,train,18.28822305523645,34
14,mae,valid,20.424738082479923,34
15,confidence_error,test,0.33379354194617483,34
16,confidence_error,train,0.34900199071001975,34
17,confidence_error,valid,0.2934337912040196,34
18,elbo,train,223347.57588100433,34
0,coverage_80pct,test,0.9946808510638298,35
