,metric,partition,value,iteration
7,emp_coverage_80pct,train,0.8181673306772909,230
8,emp_coverage_80pct,valid,0.752913752913753,230
9,perc_lenght_80pct,test,7.491050046743005,230
10,perc_lenght_80pct,train,69.22286741846513,230
11,perc_lenght_80pct,valid,376.74063897114326,230
12,abs_lenght_80pct,test,8331.67393912267,230
13,abs_lenght_80pct,train,8289.26291945079,230
14,abs_lenght_80pct,valid,8627.935046253991,230
15,confidence_error,test,0.07935330292823442,230
16,confidence_error,train,0.10619446593799728,230
17,confidence_error,valid,0.05205408650047717,230
18,elbo,train,124476.61451005936,230
0,MAPE,test,2.7025882034460778,240
1,MAPE,train,31.390067141494498,240
2,MAPE,valid,87.86057066198813,240
3,MAE,test,2799.5716422175856,240
4,MAE,train,2605.5818583572027,240
5,MAE,valid,3509.5295405982874,240
6,emp_coverage_80pct,test,0.7723669309173273,240
7,emp_coverage_80pct,train,0.7824701195219124,240
8,emp_coverage_80pct,valid,0.703962703962704,240
9,perc_lenght_80pct,test,6.819245366632449,240
10,perc_lenght_80pct,train,70.5555460330959,240
11,perc_lenght_80pct,valid,375.89578253506426,240
12,abs_lenght_80pct,test,8324.404631913812,240
13,abs_lenght_80pct,train,8293.979568445657,240
14,abs_lenght_80pct,valid,8660.188307428663,240
15,confidence_error,test,0.05063603572690313,240
16,confidence_error,train,0.02271166682540972,240
17,confidence_error,valid,0.15033263796520943,240
18,elbo,train,121741.71209669113,240
0,MAPE,test,2.8372514798414055,250
1,MAPE,train,29.680230396209936,250
2,MAPE,valid,72.35120553503494,250
3,MAE,test,2637.4427454567194,250
4,MAE,train,2432.7544775678593,250
5,MAE,valid,3075.8278904732433,250
6,emp_coverage_80pct,test,0.766704416761042,250
7,emp_coverage_80pct,train,0.7839043824701195,250
8,emp_coverage_80pct,valid,0.6876456876456877,250
9,perc_lenght_80pct,test,6.089136237452706,250
10,perc_lenght_80pct,train,64.82020185581713,250
11,perc_lenght_80pct,valid,310.2993437027447,250
12,abs_lenght_80pct,test,7658.561994604257,250
13,abs_lenght_80pct,train,7627.190250280108,250
14,abs_lenght_80pct,valid,7899.263805558591,250
15,confidence_error,test,0.0484325662400953,250
16,confidence_error,train,0.02508211865242072,250
17,confidence_error,valid,0.14317279545850972,250
18,elbo,train,115398.86230707169,250
0,MAPE,test,3.0941384093185373,260
1,MAPE,train,27.373693507493137,260
2,MAPE,valid,59.03604868294728,260
3,MAE,test,2555.76956403065,260
4,MAE,train,2352.318372905259,260
5,MAE,valid,3051.241060150787,260
6,emp_coverage_80pct,test,0.8233295583238958,260
7,emp_coverage_80pct,train,0.832191235059761,260
8,emp_coverage_80pct,valid,0.7482517482517482,260
9,perc_lenght_80pct,test,7.984049235817437,260
10,perc_lenght_80pct,train,71.30590132466814,260
11,perc_lenght_80pct,valid,347.16689268464364,260
12,abs_lenght_80pct,test,8400.605838588894,260
13,abs_lenght_80pct,train,8360.252319975123,260
14,abs_lenght_80pct,valid,8592.687688518881,260
15,confidence_error,test,0.08827450027569676,260
16,confidence_error,train,0.11149505680070222,260
17,confidence_error,valid,0.041012888395698895,260
18,elbo,train,132176.13756752014,260
0,MAPE,test,2.6858993360241015,270
1,MAPE,train,26.672634210570983,270
2,MAPE,valid,58.76162548392544,270
3,MAE,test,2532.1428832371907,270
4,MAE,train,2336.9802284082457,270
5,MAE,valid,2971.121747022509,270
6,emp_coverage_80pct,test,0.7916194790486977,270
7,emp_coverage_80pct,train,0.8012749003984063,270
8,emp_coverage_80pct,valid,0.7101787101787101,270
9,perc_lenght_80pct,test,7.698928752442598,270
10,perc_lenght_80pct,train,66.23935261233804,270
11,perc_lenght_80pct,valid,310.62952918171885,270
12,abs_lenght_80pct,test,7818.348876161191,270
13,abs_lenght_80pct,train,7785.2554885435675,270
14,abs_lenght_80pct,valid,8005.865463757937,270
15,confidence_error,test,0.0461755834521573,270
16,confidence_error,train,0.05920086763317408,270
17,confidence_error,valid,0.0860399227245058,270
18,elbo,train,118750.08996391296,270
0,MAPE,test,2.767627722792002,280
1,MAPE,train,33.24446113755973,280
2,MAPE,valid,117.27463296353214,280
3,MAE,test,2790.3881749893862,280
4,MAE,train,2594.7054436784206,280
5,MAE,valid,3234.367977460907,280
6,emp_coverage_80pct,test,0.7904869762174406,280
7,emp_coverage_80pct,train,0.790597609561753,280
8,emp_coverage_80pct,valid,0.7257187257187258,280
9,perc_lenght_80pct,test,9.828174262136445,280
10,perc_lenght_80pct,train,71.1786646066357,280
11,perc_lenght_80pct,valid,347.9912320962802,280
