,metric,partition,value,iteration
1,coverage_80pct,train,0.9261682242990654,37
2,coverage_80pct,valid,0.8731343283582089,37
3,diameter_80pct,test,1.5484277700434323,37
4,diameter_80pct,train,1.5400641988146762,37
5,diameter_80pct,valid,1.5574636558444153,37
6,mape,test,0.3491156540752035,37
7,mape,train,0.28943397616446764,37
8,mape,valid,0.3568499565969337,37
9,confidence_error,test,0.31685247746274875,37
10,confidence_error,train,0.39536985883607684,37
11,confidence_error,valid,0.2827970450123392,37
12,elbo,train,10230.458792686462,37
0,coverage_80pct,test,0.8955223880597015,38
1,coverage_80pct,train,0.9168224299065421,38
2,coverage_80pct,valid,0.8582089552238806,38
3,diameter_80pct,test,1.51830929712489,38
4,diameter_80pct,train,1.497123257587306,38
5,diameter_80pct,valid,1.509401625419316,38
6,mape,test,0.3167907936787287,38
7,mape,train,0.24876531330548138,38
8,mape,valid,0.3023717815819598,38
9,confidence_error,test,0.32913313773489905,38
10,confidence_error,train,0.4007035010023081,38
11,confidence_error,valid,0.31182243139985205,38
12,elbo,train,10323.275733470917,38
0,coverage_80pct,test,0.8955223880597015,39
1,coverage_80pct,train,0.9196261682242991,39
2,coverage_80pct,valid,0.8507462686567164,39
3,diameter_80pct,test,1.5420310385116902,39
4,diameter_80pct,train,1.4999250791289407,39
5,diameter_80pct,valid,1.5322477662091685,39
6,mape,test,0.3012908254851228,39
7,mape,train,0.237571099698948,39
8,mape,valid,0.29259644596464374,39
9,confidence_error,test,0.379028273890854,39
10,confidence_error,train,0.4519225576726207,39
11,confidence_error,valid,0.3579882151342414,39
12,elbo,train,10273.21095752716,39
0,coverage_80pct,test,0.8955223880597015,40
1,coverage_80pct,train,0.9271028037383178,40
2,coverage_80pct,valid,0.8731343283582089,40
3,diameter_80pct,test,1.6290404080232124,40
4,diameter_80pct,train,1.59382131594637,40
5,diameter_80pct,valid,1.6028514697320102,40
6,mape,test,0.31357284619512277,40
7,mape,train,0.24709702500423966,40
8,mape,valid,0.31378765952817256,40
9,confidence_error,test,0.3783428192979294,40
10,confidence_error,train,0.4535214895818331,40
11,confidence_error,valid,0.3413151686797166,40
12,elbo,train,10359.735268115997,40
0,coverage_80pct,test,0.8880597014925373,41
1,coverage_80pct,train,0.9233644859813084,41
2,coverage_80pct,valid,0.8582089552238806,41
3,diameter_80pct,test,1.5721331026539747,41
4,diameter_80pct,train,1.5379168696687564,41
5,diameter_80pct,valid,1.5338077711966187,41
6,mape,test,0.3121824670415395,41
7,mape,train,0.2504025294113202,41
8,mape,valid,0.3075192350557731,41
9,confidence_error,test,0.36735559412433877,41
10,confidence_error,train,0.44376045312895324,41
11,confidence_error,valid,0.3468925709064009,41
12,elbo,train,10309.716957092285,41
0,coverage_80pct,test,0.8805970149253731,42
1,coverage_80pct,train,0.922429906542056,42
2,coverage_80pct,valid,0.8582089552238806,42
3,diameter_80pct,test,1.4300340332968215,42
4,diameter_80pct,train,1.4205797345449465,42
5,diameter_80pct,valid,1.4610838133460127,42
6,mape,test,0.31589066765856527,42
7,mape,train,0.25157953039203085,42
8,mape,valid,0.3203699701457865,42
9,confidence_error,test,0.3487714540085909,42
10,confidence_error,train,0.43513377262589176,42
11,confidence_error,valid,0.32580598302945923,42
12,elbo,train,10190.105599880219,42
0,coverage_80pct,test,0.8880597014925373,43
1,coverage_80pct,train,0.9196261682242991,43
2,coverage_80pct,valid,0.8432835820895522,43
3,diameter_80pct,test,1.4323148311260898,43
4,diameter_80pct,train,1.4085476949848847,43
5,diameter_80pct,valid,1.4169186641299207,43
6,mape,test,0.32674487562400784,43
7,mape,train,0.26706254449900874,43
8,mape,valid,0.33553537691638036,43
9,confidence_error,test,0.2648701442309485,43
10,confidence_error,train,0.3338300152350849,43
11,confidence_error,valid,0.2110972339634605,43
12,elbo,train,10210.500183105469,43
0,coverage_80pct,test,0.8880597014925373,44
1,coverage_80pct,train,0.9168224299065421,44
2,coverage_80pct,valid,0.8507462686567164,44
3,diameter_80pct,test,1.3655167681285463,44
4,diameter_80pct,train,1.3635266879905412,44
5,diameter_80pct,valid,1.3881807253112892,44
6,mape,test,0.30484934965596533,44
7,mape,train,0.2388422276449272,44
8,mape,valid,0.298549494131154,44
9,confidence_error,test,0.32917387242877666,44
10,confidence_error,train,0.4186153453662219,44
11,confidence_error,valid,0.32003016822592567,44
12,elbo,train,10264.585536956787,44
0,coverage_80pct,test,0.8656716417910447,45
1,coverage_80pct,train,0.9065420560747663,45
2,coverage_80pct,valid,0.8432835820895522,45
3,diameter_80pct,test,1.4364811517212552,45
4,diameter_80pct,train,1.4287873495579497,45
5,diameter_80pct,valid,1.4572380409114132,45
